id,title,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel,Date,Time,Duration_in_hours,CatchyWords
953220,Creative Perspective Illustration with GIMP,50.0,43,3,57,1,2016-11-24,18:24:48,6.5,0.0
64078,iPhone icons in iOS7 - learn flat design,20.0,165,4,41,1,2013-08-21,20:00:26,3.0,0.0
1046540,How to draw professional manga artwork by Punix,35.0,83,3,17,0,2017-04-17,22:55:46,1.5,0.0
622284,How do I Create a Stylized Graphics from Images in Photoshop,50.0,17,1,12,1,2015-09-28,17:20:55,1.0,0.0
31150,Advance Design of Logos and Brand Identity   ,20.0,34,4,38,1,2013-02-16,00:06:30,2.0,0.0
574132,Como utilizar o Corel Draw por completo!,30.0,293,32,44,1,2015-08-17,17:21:52,7.0,0.0
724824,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,85.0,113,5,39,2,2016-01-12,21:37:39,4.5,0.0
883324,Corel Draw X7: Mão na Massa,25.0,72,13,40,0,2016-06-20,22:30:56,4.0,0.0
502204,Dibujo digital básico: cómo ilustrar en Photoshop,20.0,155,36,90,0,2016-02-17,23:56:26,5.0,0.0
283038,Adobe Illustrator CS6 باللغة العربية,35.0,48,15,74,1,2014-09-14,15:00:09,8.0,0.0
650720,Creare un logo con Adobe Illustrator,0.0,1447,121,13,1,2015-10-29,00:10:41,1.0,0.0
586680,Mestres do Photoshop,30.0,86,18,52,1,2015-08-21,23:40:31,5.5,0.0
899240,illustrator CC 2015.3 - Curso básico de ferramentas,20.0,13,6,12,0,2016-07-08,15:23:08,1.0,0.0
520876,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,35.0,15,5,32,1,2015-06-08,15:32:34,2.0,0.0
1083784,Crie seu Cartão de Visita no CorelDRAW X8,20.0,28,3,38,0,2017-03-02,17:04:04,4.0,0.0
651352,Curso de Maya 3D,20.0,62,9,41,1,2016-02-09,17:35:50,4.0,0.0
968268,Photoshop: Organización de eventos y decoración de fiestas,120.0,125,5,56,0,2016-10-18,20:08:18,8.5,0.0
479760,Podcast Cover Art | Design Like the Best,20.0,33,2,7,1,2015-04-22,00:37:42,1.0,0.0
134690,Learn Drawing and Painting a Landscape with Oil Colours,20.0,51,2,20,2,2014-01-14,20:01:11,2.0,0.0
692918,Enhance your chroma key with an animated Slides background,25.0,361,2,9,2,2016-07-04,18:50:33,1.0,0.0
1092632,The Complete Motion Graphic Course,65.0,50,6,115,1,2017-02-01,23:42:53,9.5,0.0
753154,Making Corporate Flyers in Photoshop,20.0,4,3,7,1,2016-02-05,19:58:53,0.5166666666666667,0.0
46524,Rock-Solid Brands,20.0,134,4,13,0,2016-02-17,17:06:32,0.5166666666666667,0.0
634480,Typographic Poster Design - From Sketch to Vector,45.0,36,5,20,2,2015-10-08,17:21:31,1.5,0.0
771044,"Make Money With Photoshop: Logos, Business Cards & Brochures",100.0,32,4,21,1,2016-08-14,22:05:04,5.0,0.0
497268,Photoshop the Art of Clipart,20.0,30,3,22,0,2015-07-05,23:38:42,1.0,0.0
435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,20.0,22,3,57,2,2015-03-16,20:18:11,2.0,0.0
334530,Illustrator 101: Learn Quickly and Easily to create Artwork,40.0,452,3,37,1,2014-11-25,03:36:40,1.0,0.0
904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,40.0,67,8,25,1,2016-07-14,17:03:19,1.0,0.0
397946,Easy Steps To Become A Photoshop Expert,20.0,1081,11,47,1,2015-01-29,04:40:00,8.0,0.0
561800,Intro to Adobe Illustrator,20.0,189,13,55,0,2015-08-07,21:56:22,6.0,0.0
810234,Beginners Guide: Photoshop Poster/Artwork,20.0,775,5,6,0,2016-04-02,05:26:22,1.0,0.0
559046,Basic Graphic Design for PowerPoint,20.0,88,8,14,0,2015-07-26,23:32:34,1.0,0.0
338308,Master Graphic Design Using Photoshop with Rachael,25.0,598,22,13,1,2014-11-07,09:12:47,1.5,0.0
477634,Adobe Illustrator CC - Print Design for Beginners,50.0,145,35,55,0,2016-03-08,15:09:47,6.0,0.0
913194,Adobe Illustrator | Master in 3D,25.0,445,4,14,1,2016-07-28,00:23:08,0.5333333333333333,0.0
429866,From Drawing to Illustration,20.0,237,25,32,0,2015-04-17,17:20:21,6.0,0.0
632702,Adobe Suite : Unleash your creativity & benefit from it !,200.0,1005,4,46,1,2015-11-09,23:01:14,9.5,0.0
429366,Become a Logo Designer: Guide to Complimentary Logo Software,35.0,485,9,21,1,2015-03-19,23:45:57,2.5,0.0
433084,DIY Beautiful Social Graphics That Don't Require Photoshop,20.0,238,9,22,1,2015-03-03,21:17:04,2.5,0.0
185092,Design while you learn InDesign CC,20.0,1116,3,21,0,2014-04-07,17:28:14,2.5,0.0
395652,R Graph Essentials,85.0,105,4,41,1,2015-01-21,07:26:49,2.0,0.0
943724,Car Sketching with Simple Analog Tools,40.0,23,5,10,1,2016-08-29,18:50:57,0.6166666666666667,0.0
546124,Drawing Anime & Manga Style,25.0,82,5,40,1,2015-07-10,23:16:44,8.0,0.0
876444,Inkscape 101 for Beginners - Design Vector Graphics,195.0,13,5,26,0,2016-06-13,18:28:02,1.0,0.0
893978,"How to Fix Common Branding Mistakes, for Graphic Designers",35.0,19,2,9,2,2016-11-18,22:15:11,1.5,0.0
1249378,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,0.0,105,2,22,1,2017-06-13,17:32:48,2.0,0.0
273256,Mind-Blowing Photoshop: Master Skills Season 1,20.0,94,3,69,1,2014-08-08,16:12:02,3.0,0.0
1240730,Architectural Drawing For Creatives,195.0,5,0,156,1,2017-06-21,15:35:08,24.0,0.0
651014,Adobe Photoshop (Complete Beginner),200.0,98,3,33,0,2015-12-09,17:17:38,2.0,0.0
1236254,Character Design,75.0,5,0,24,2,2017-05-31,18:31:33,2.0,0.0
1201118,Icon Design Masterclass: Learn Icon Design Principles,40.0,6,0,15,0,2017-05-05,17:05:21,2.5,0.0
1227748,create stunning Photoshop compositions in minutes,20.0,5,0,29,1,2017-06-07,19:24:37,2.0,0.0
408118,Marvelous Logo Design,20.0,91,5,13,1,2015-01-30,03:53:23,1.5,0.0
1258402,Canva Complete Course For Graphics Design | 20 Projects,20.0,3,3,27,1,2017-06-27,15:22:40,2.5,0.0
489114,The Complete Video Production Guide - Learn Top Video Tools,195.0,121,9,77,1,2015-05-25,23:21:06,7.5,0.0
16689,Drawing With Confidence,25.0,105,7,10,1,2012-05-04,07:24:05,2.0,0.0
1089062,Add realistic car paint to your pencil drawing in Photoshop!,25.0,17,3,8,0,2017-02-02,19:03:50,1.0,0.0
709160,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,20.0,380,1,26,1,2017-06-26,18:13:55,1.0,0.0
385662,Learn print production from start to finish,35.0,494,6,16,1,2015-05-04,20:50:35,1.0,0.0
508570,Step by Step Gif animation in Photoshop,20.0,518,2,17,1,2015-06-08,18:40:03,1.0,0.0
934790,Adobe - Create a professional logo step-by-step (Farming),20.0,214,0,15,1,2016-08-18,23:51:44,1.0,0.0
1133716,Adobe Illustrator CC Advanced,30.0,11,1,27,0,2017-03-08,03:16:33,1.5,1.0
473474,Mastering Realistic Real Life Drawing with Pencil,20.0,33,5,12,0,2015-04-20,18:08:39,0.65,0.0
1143032,Silhouettes that Sells,25.0,9,1,13,0,2017-03-23,21:08:59,1.0,0.0
121490,FullPage: The Complete Guide to Flat Websites,20.0,817,14,13,1,2013-11-18,08:27:35,0.6333333333333333,0.0
339560,How to design professional PowerPoint business presentation,20.0,286,7,7,1,2014-11-11,19:49:41,1.0,0.0
659340,Pic Monkey for Beginners - Graphic Design and Photo Editing,20.0,774,3,17,0,2015-11-08,22:12:37,3.0,0.0
835082,Corel Painter 2016,40.0,41,9,86,1,2016-05-11,14:51:26,8.0,0.0
335902,eBook Cover Design,20.0,30,3,14,2,2014-11-04,20:56:51,1.5,0.0
441106,"Photoshop tips and tricks, how to change clothes",20.0,837,4,26,1,2015-03-16,18:36:17,2.0,0.0
624356,How to make Better Compositions: Take your art to new height,30.0,11,3,8,1,2016-08-04,13:33:30,0.5333333333333333,0.0
456388,Adobe Photoshop CC | The Essential Guide,20.0,254,5,81,1,2015-05-12,00:19:27,4.5,0.0
955242,Learn to Composite a 2D Action Shot in Photoshop,20.0,40,2,8,0,2016-09-10,21:38:26,1.5,0.0
496430,Infographic Design: How To Create Your Own Infographic,20.0,84,8,13,1,2015-05-12,20:38:58,2.0,0.0
793246,Autodesk Inventor 2016 : Complete Guide ,20.0,23,4,83,0,2016-03-22,20:35:56,7.5,0.0
547190,Amazing Graphic Design for Beginners,20.0,32,10,5,0,2015-07-08,19:58:01,0.7,0.0
